 	ribo_5p
MSMEG_6221	1.3538
MSMEG_6222	1.8953
MSMEG_6223	5.4219
MSMEG_6224	0.5598
MSMEG_6225	0.423
MSMEG_6226	3.0626
MSMEG_6227	2.9428
MSMEG_6228	0.2307
MSMEG_6229	1.0287
MSMEG_6230	0.1542
MSMEG_6231	2.653
MSMEG_6232	1.974
MSMEG_6233	4.4266
MSMEG_6234	0.6119
MSMEG_6235	1.1165
MSMEG_6236	0.5796
MSMEG_6237	0.1271
MSMEG_6238	0.475
MSMEG_6239	0.406
MSMEG_6240	0.3963
MSMEG_6241	0.3648
MSMEG_6242	4.1484
MSMEG_6243	0.5675
MSMEG_6244	0.1415
MSMEG_6245	0.4193
MSMEG_6246	0.3338
MSMEG_6247	0.7095
MSMEG_6248	0.2496
MSMEG_6249	0.5095
MSMEG_6250	1.3186
MSMEG_6251	1.8821
MSMEG_6252	0.1241
MSMEG_6253	7.0286
MSMEG_6254	1.0585
MSMEG_6255	0.1207
MSMEG_6256	0.4241
MSMEG_6257	0.5185
MSMEG_6258	14.276
MSMEG_6259	0.1091
MSMEG_6260	0.7079
MSMEG_6261	0.6076
MSMEG_6262	0.5963
MSMEG_6263	0.6966
MSMEG_6264	0.1216
MSMEG_6265	1.3535
MSMEG_6266	0.2711
MSMEG_6267	0.6397
MSMEG_6268	0.5365
MSMEG_6269	0.1552
MSMEG_6270	0.2652
MSMEG_6271	0.357
MSMEG_6272	0.7317
MSMEG_6273	1.4368
MSMEG_6274	0.1423
MSMEG_6275	2.1538
MSMEG_6276	6.5627
MSMEG_6277	0.1991
MSMEG_6278	0.4294
MSMEG_6279	0.1331
MSMEG_6280	0.6336
MSMEG_6281	0.3508
MSMEG_6282	0.8481
MSMEG_6283	15.709
MSMEG_6284	2.7961
MSMEG_6285	0.117
MSMEG_6286	0.3323
MSMEG_6288	2.7396
MSMEG_6289	0.0968
MSMEG_6290	0.2458
MSMEG_6291	1.3725
MSMEG_6292	0.8213
MSMEG_6293	0.4036
MSMEG_6294	0.3833
MSMEG_6295	0.7659
MSMEG_6296	0.3221
MSMEG_6297	0.3414
MSMEG_6298	0.3257
MSMEG_6299	0.478
MSMEG_6300	0.7825
MSMEG_6301	0.6727
MSMEG_6302	1.8892
MSMEG_6303	0.9505
MSMEG_6304	0.9002
MSMEG_6305	2.0332
MSMEG_6306	0.1185
MSMEG_6307	0.3815
MSMEG_6308	0.1212
MSMEG_6309	0.4938
MSMEG_6310	0.3735
MSMEG_6311	0.0883
MSMEG_6312	0.838
MSMEG_6313	0.6098
MSMEG_6314	2.1651
MSMEG_6315	1.6466
MSMEG_6316	0.8781
MSMEG_6317	23.0229
MSMEG_6318	0.3208
MSMEG_6319	0.245
MSMEG_6320	0.1394
MSMEG_6321	0.2628
MSMEG_6322	3.1937
MSMEG_6323	0.8326
MSMEG_6324	0.738
MSMEG_6325	0.3542
MSMEG_6327	0.1315
MSMEG_6328	4.5432
MSMEG_6329	1.1301
MSMEG_6330	9.0868
MSMEG_6331	0.3148
MSMEG_6332	0.2749
MSMEG_6333	0.1673
MSMEG_6334	0.2382
MSMEG_6335	0.1134
MSMEG_6336	0.8244
MSMEG_6337	0.7519
MSMEG_6338	6.3853
MSMEG_6339	0.2556
MSMEG_6340	0.5486
MSMEG_6341	1.1697
MSMEG_6342	0.4361
MSMEG_6343	2.3402
MSMEG_6344	2.22
MSMEG_6345	9.9915
MSMEG_6346	0.0412
MSMEG_6347	0.1947
MSMEG_6348	0.8296
MSMEG_6351	4.5626
MSMEG_6352	0.2416
MSMEG_6353	0.72
MSMEG_6354	0.0925
MSMEG_6355	0.3015
MSMEG_6356	0.5083
MSMEG_6357	0.0893
MSMEG_6358	0.1553
MSMEG_6359	0.1439
MSMEG_6361	32.6305
MSMEG_6362	2.767
MSMEG_6363	1.1374
MSMEG_6365	1.3633
MSMEG_6366	0.2753
MSMEG_6367	0.2081
MSMEG_6368	1.3191
MSMEG_6369	0.2378
MSMEG_6370	0.8003
MSMEG_6371	0.54
MSMEG_6372	1.1922
MSMEG_6373	1.1094
MSMEG_6374	0.8066
MSMEG_6375	0.726
MSMEG_6376	1.8771
MSMEG_6377	0.671
MSMEG_6378	0.6967
MSMEG_6379	0.3985
MSMEG_6380	0.1477
MSMEG_6381	0.8576
MSMEG_6382	1.1595
MSMEG_6383	0.0907
MSMEG_6384	0.1395
MSMEG_6385	0.7859
MSMEG_6386	0.2399
MSMEG_6387	0.2986
MSMEG_6388	0.5944
MSMEG_6389	0.2876
MSMEG_6390	0.3911
MSMEG_6391	0.2006
MSMEG_6392	0.216
MSMEG_6393	0.6778
MSMEG_6394	0.1801
MSMEG_6395	0.3536
MSMEG_6396	0.1009
MSMEG_6397	0.3496
MSMEG_6398	1.1125
MSMEG_6399	0.8108
MSMEG_6400	0.041
MSMEG_6401	0.2416
MSMEG_6402	0.2169
MSMEG_6403	0.674
MSMEG_6404	0.4313
MSMEG_6405	1.838
MSMEG_6406	0.7755
MSMEG_6407	0.3253
MSMEG_6408	0.1559
MSMEG_6409	2.6024
MSMEG_6410	0.8393
MSMEG_6411	0.1675
MSMEG_6412	1.0321
MSMEG_6413	4.2601
MSMEG_6414	2.2188
MSMEG_6415	0.123
MSMEG_6416	0.4446
MSMEG_6417	0.463
MSMEG_6418	2.0256
MSMEG_6419	1.2874
MSMEG_6420	1.5652
MSMEG_6421	0.3815
MSMEG_6422	21.1943
MSMEG_6423	0.1254
MSMEG_6424	0.2421
MSMEG_6425	3.1114
MSMEG_6426	0.3922
MSMEG_6427	0.9031
MSMEG_6428	0.6344
MSMEG_6429	0.2274
MSMEG_6430	0.2533
MSMEG_6431	1.5756
MSMEG_6432	0.4313
MSMEG_6433	1.5704
MSMEG_6434	2.2685
MSMEG_6435	0.1732
MSMEG_6436	0.3364
MSMEG_6437	0.1549
MSMEG_6438	0.3857
MSMEG_6439	0.2699
MSMEG_6440	2.7193
MSMEG_6441	0.1633
MSMEG_6442	0.4367
MSMEG_6443	0.0772
MSMEG_6444	0.5196
MSMEG_6445	4.314
MSMEG_6446	0.6002
MSMEG_6447	0.9409
MSMEG_6448	0.368
MSMEG_6449	0.1034
MSMEG_6450	0.2613
MSMEG_6451	0.4256
MSMEG_6452	1.2149
MSMEG_6453	0.1252
MSMEG_6454	29.5934
MSMEG_6455	0.0538
MSMEG_6456	1.2672
MSMEG_6457	1.1253
MSMEG_6458	0.5504
MSMEG_6459	3.3389
MSMEG_6460	0.8777
MSMEG_6461	0.9204
MSMEG_6462	0.2051
MSMEG_6463	0.1279
MSMEG_6464	5.2328
MSMEG_6465	0.3041
MSMEG_6466	0.5719
MSMEG_6467	0.8945
MSMEG_6468	0.1797
MSMEG_6469	0.2822
MSMEG_6470	1.1602
MSMEG_6471	5.6273
MSMEG_6472	0.8359
MSMEG_6473	0.3703
MSMEG_6474	0.2664
MSMEG_6475	0.155
MSMEG_6476	2.9706
MSMEG_6477	1.0431
MSMEG_6478	1.118
MSMEG_6479	0.7892
MSMEG_6480	2.3955
MSMEG_6481	0.3684
MSMEG_6482	0.747
MSMEG_6483	0.4579
MSMEG_6484	0.2056
MSMEG_6485	2.5307
MSMEG_6486	0.3006
MSMEG_6487	0.3708
MSMEG_6488	0.4748
MSMEG_6489	0.3538
MSMEG_6490	0.6067
MSMEG_6491	1.212
MSMEG_6492	1.7541
MSMEG_6493	0.3608
MSMEG_6494	0.3032
MSMEG_6495	0.7741
MSMEG_6496	0.438
MSMEG_6497	0.2485
MSMEG_6498	1.2304
MSMEG_6499	3.1064
MSMEG_6500	0.2964
MSMEG_6501	0.1689
MSMEG_6502	1.6301
MSMEG_6503	9.205
MSMEG_6504	0.3028
MSMEG_6505	0.6215
MSMEG_6506	3.5255
MSMEG_6507	1.5997
MSMEG_6508	0.1566
MSMEG_6509	0.2261
MSMEG_6510	0.4322
MSMEG_6511	5.5532
MSMEG_6512	0.5133
MSMEG_6513	0.0483
MSMEG_6514	0.2297
MSMEG_6515	0.3073
MSMEG_6516	0.638
MSMEG_6517	0.687
MSMEG_6518	0.2826
MSMEG_6519	0.0734
MSMEG_6520	5.0117
MSMEG_6521	0.3033
MSMEG_6522	0.3354
MSMEG_6523	0.1916
MSMEG_6524	0.4146
MSMEG_6525	1.236
MSMEG_6526	0.7711
MSMEG_6527	0.6052
MSMEG_6528	0.7856
MSMEG_6529	0.221
MSMEG_6530	0.3103
MSMEG_6531	0.3883
MSMEG_6532	1.0306
MSMEG_6533	0.7189
MSMEG_6534	0.7818
MSMEG_6535	1.201
MSMEG_6536	0.5097
MSMEG_6537	0.3597
MSMEG_6538	1.8591
MSMEG_6539	0.4921
MSMEG_6540	0.2835
MSMEG_6541	1.0398
MSMEG_6542	0.2612
MSMEG_6544	0.2386
MSMEG_6545	0.4043
MSMEG_6546	2.1561
MSMEG_6547	1.5812
MSMEG_6548	0.8143
MSMEG_6549	0.603
MSMEG_6550	1.0231
MSMEG_6551	0.2466
MSMEG_6552	0.0692
MSMEG_6553	0.2355
MSMEG_6554	0.3415
MSMEG_6555	0.2594
MSMEG_6556	0.9986
MSMEG_6557	0.1589
MSMEG_6558	1.9627
MSMEG_6559	5.9433
MSMEG_6560	0.5359
MSMEG_6561	0.4121
MSMEG_6562	0.663
MSMEG_6563	0.2387
MSMEG_6564	0.2201
MSMEG_6565	0.5349
MSMEG_6566	1.0462
MSMEG_6567	0.6398
MSMEG_6568	0.3045
MSMEG_6569	0.2183
MSMEG_6570	0.2768
MSMEG_6571	0.6679
MSMEG_6572	0.449
MSMEG_6573	0.2768
MSMEG_6574	0.8572
MSMEG_6575	0.2801
MSMEG_6576	0.5496
MSMEG_6577	0.5712
MSMEG_6578	0.1701
MSMEG_6579	0.6769
MSMEG_6580	0.5888
MSMEG_6581	0.5098
MSMEG_6582	0.4047
MSMEG_6583	0.1093
MSMEG_6584	1.2809
MSMEG_6585	0.8619
MSMEG_6586	0.2731
MSMEG_6587	1.018
MSMEG_6588	0.648
MSMEG_6589	0.6055
MSMEG_6590	0.378
MSMEG_6591	0.2859
MSMEG_6592	0.1019
MSMEG_6593	0.2204
MSMEG_6594	0.195
MSMEG_6595	0.6717
MSMEG_6596	0.5733
MSMEG_6597	1.2502
MSMEG_6598	1.3605
MSMEG_6600	3.1387
MSMEG_6601	0.0535
MSMEG_6602	0.2366
MSMEG_6603	1.1128
MSMEG_6604	0.3691
MSMEG_6605	4.7039
MSMEG_6606	0.1758
MSMEG_6607	0.1851
MSMEG_6608	0.3462
MSMEG_6609	0.1946
MSMEG_6610	0.2508
MSMEG_6611	0.4131
MSMEG_6612	0.5985
MSMEG_6613	0.6507
MSMEG_6614	0.3974
MSMEG_6615	0.3927
MSMEG_6616	3.1722
MSMEG_6617	0.3922
MSMEG_6618	0.2728
MSMEG_6620	2.3035
MSMEG_6621	0.6001
MSMEG_6622	0.7345
MSMEG_6623	0.3184
MSMEG_6624	0.1814
MSMEG_6625	0.2114
MSMEG_6626	1.6341
MSMEG_6627	1.582
MSMEG_6628	1.2323
MSMEG_6629	0.4218
MSMEG_6630	1.7253
MSMEG_6631	0.3268
MSMEG_6632	0.1847
MSMEG_6633	0.7227
MSMEG_6634	0.1094
MSMEG_6635	0.1833
MSMEG_6636	2.1474
MSMEG_6637	0.2831
MSMEG_6638	0.2177
MSMEG_6639	0.8862
MSMEG_6640	0.1726
MSMEG_6641	0.6939
MSMEG_6642	0.453
MSMEG_6643	2.6712
MSMEG_6644	0.1843
MSMEG_6645	0.5489
MSMEG_6646	0.0896
MSMEG_6647	0.8667
MSMEG_6648	0.371
MSMEG_6649	0.235
MSMEG_6650	0.2517
MSMEG_6651	0.1053
MSMEG_6652	0.1844
MSMEG_6654	0.5263
MSMEG_6655	0.1769
MSMEG_6656	0.5026
MSMEG_6657	0.5599
MSMEG_6658	0.414
MSMEG_6659	0.499
MSMEG_6660	0.4294
MSMEG_6661	5.0669
MSMEG_6662	0.1775
MSMEG_6663	0.9491
MSMEG_6664	0.1326
MSMEG_6665	3.9409
MSMEG_6666	1.1628
MSMEG_6667	0.6349
MSMEG_6668	0.6951
MSMEG_6669	0.7091
MSMEG_6670	0.1131
MSMEG_6671	0.6371
MSMEG_6672	0.2985
MSMEG_6673	0.2504
MSMEG_6674	0.8216
MSMEG_6675	0.0626
MSMEG_6676	0.3337
MSMEG_6677	6.7001
MSMEG_6678	0.611
MSMEG_6679	0.5987
MSMEG_6680	0.5015
MSMEG_6681	0.3137
MSMEG_6682	0.8286
MSMEG_6683	0.4637
MSMEG_6684	0.3631
MSMEG_6685	11.0343
MSMEG_6686	0.569
MSMEG_6687	0.2019
MSMEG_6688	0.2501
MSMEG_6689	0.1875
MSMEG_6690	0.3178
MSMEG_6691	0.5466
MSMEG_6692	0.3319
MSMEG_6693	1.6725
MSMEG_6694	0.8208
MSMEG_6695	0.6871
MSMEG_6696	0.9493
MSMEG_6697	0.2412
MSMEG_6698	0.0952
MSMEG_6699	0.51
MSMEG_6700	0.3734
MSMEG_6701	0.7034
MSMEG_6702	0.4721
MSMEG_6703	2.7778
MSMEG_6704	1.2228
MSMEG_6705	0.5983
MSMEG_6706	1.0041
MSMEG_6707	0.2619
MSMEG_6708	1.8034
MSMEG_6709	0.5548
MSMEG_6710	1.6387
MSMEG_6711	0.436
MSMEG_6712	0.4095
MSMEG_6713	0.5162
MSMEG_6714	0.5878
MSMEG_6715	0.6287
MSMEG_6716	0.174
MSMEG_6717	0.8559
MSMEG_6718	0.2767
MSMEG_6719	0.7099
MSMEG_6720	1.6747
MSMEG_6721	0.5269
MSMEG_6722	1.1688
MSMEG_6723	0.062
MSMEG_6724	0.3038
MSMEG_6725	0.1356
MSMEG_6726	0.6327
MSMEG_6727	0.5312
MSMEG_6728	0.105
MSMEG_6729	1.3881
MSMEG_6730	0.7446
MSMEG_6731	2.4824
MSMEG_6732	1.1199
MSMEG_6733	5.7749
MSMEG_6734	0.6147
MSMEG_6735	0.3344
MSMEG_6736	0.8056
MSMEG_6737	2.2626
MSMEG_6738	2.8553
MSMEG_6739	2.5983
MSMEG_6740	0.63
MSMEG_6741	0.1472
MSMEG_6742	1.4038
MSMEG_6743	1.4895
MSMEG_6744	0.3183
MSMEG_6745	0.5318
MSMEG_6746	3.4089
MSMEG_6747	0.4403
MSMEG_6748	0.1558
MSMEG_6749	0.6453
MSMEG_6750	0.17
MSMEG_6751	1.558
MSMEG_6752	1.608
MSMEG_6753	15.7892
MSMEG_6754	0.7664
MSMEG_6755	0.4218
MSMEG_6756	0.1569
MSMEG_6757	3.0061
MSMEG_6758	1.0801
MSMEG_6759	0.8103
MSMEG_6760	0.4068
MSMEG_6761	0.4536
MSMEG_6762	0.1757
MSMEG_6763	1.3712
MSMEG_6764	0.7974
MSMEG_6765	0.3622
MSMEG_6766	0.2416
MSMEG_6767	0.8339
MSMEG_6768	0.7007
MSMEG_6769	2.1081
MSMEG_6770	0.5707
MSMEG_6771	1.1566
MSMEG_6772	1.903
MSMEG_6773	0.0719
MSMEG_6774	0.6952
MSMEG_6775	1.0831
MSMEG_6776	0.3693
MSMEG_6777	0.1889
MSMEG_6778	0.4128
MSMEG_6779	9.1086
MSMEG_6780	1.1023
MSMEG_6781	0.0424
MSMEG_6782	0.1013
MSMEG_6783	1.5977
MSMEG_6784	1.2282
MSMEG_6785	0.3139
MSMEG_6786	0.363
MSMEG_6787	1.9007
MSMEG_6788	3.8652
MSMEG_6789	0.382
MSMEG_6790	0.5275
MSMEG_6791	0.7475
MSMEG_6792	0.2469
MSMEG_6793	0.3743
MSMEG_6794	1.7206
MSMEG_6795	1.2858
MSMEG_6796	0.8291
MSMEG_6797	0.5894
MSMEG_6798	0.6869
MSMEG_6799	0.9114
MSMEG_6800	0.1925
MSMEG_6801	0.3606
MSMEG_6802	0.3027
MSMEG_6803	0.1544
MSMEG_6804	1.1739
MSMEG_6805	0.5538
MSMEG_6806	0.2606
MSMEG_6807	1.1287
MSMEG_6808	0.5309
MSMEG_6809	0.3035
MSMEG_6811	0.7198
MSMEG_6813	2.16
MSMEG_6814	0.9716
MSMEG_6815	0.8054
MSMEG_6816	0.0951
MSMEG_6817	0.5688
MSMEG_6818	0.814
MSMEG_6820	0.4647
MSMEG_6821	0.1477
MSMEG_6822	0.42
MSMEG_6823	1.0648
MSMEG_6824	1.2356
MSMEG_6825	0.7238
MSMEG_6826	0.251
MSMEG_6827	0.2197
MSMEG_6828	0.5312
MSMEG_6829	1.8296
MSMEG_6830	0.2039
MSMEG_6831	1.1127
MSMEG_6832	0.7796
MSMEG_6833	0.5751
MSMEG_6834	0.8151
MSMEG_6835	0.7476
MSMEG_6836	1.5113
MSMEG_6837	1.8788
MSMEG_6838	0.2133
MSMEG_6839	6.2983
MSMEG_6840	0.8067
MSMEG_6841	0.5165
MSMEG_6842	0.5375
MSMEG_6843	0.8429
MSMEG_6844	0.2783
MSMEG_6845	0.3436
MSMEG_6846	0.4687
MSMEG_6847	0.2172
MSMEG_6848	0.747
MSMEG_6849	4.4133
MSMEG_6850	2.8524
MSMEG_6851	0.296
MSMEG_6852	0.5041
MSMEG_6853	0.5067
MSMEG_6854	2.0768
MSMEG_6855	0.4024
MSMEG_6856	0.5412
MSMEG_6857	1.1801
MSMEG_6858	0.0593
MSMEG_6859	0.9049
MSMEG_6860	4.2744
MSMEG_6861	2.1229
MSMEG_6862	2.6108
MSMEG_6863	0.2196
MSMEG_6864	0.8343
MSMEG_6865	0.4411
MSMEG_6866	0.464
MSMEG_6867	0.3696
MSMEG_6869	1.4134
MSMEG_6870	0.3164
MSMEG_6871	0.1812
MSMEG_6872	0.4059
MSMEG_6874	0.5398
MSMEG_6875	0.8024
MSMEG_6876	0.1886
MSMEG_6877	0.4886
MSMEG_6878	0.7609
MSMEG_6879	1.0068
MSMEG_6880	0.3304
MSMEG_6881	0.4626
MSMEG_6882	1.5502
MSMEG_6884	1.2663
MSMEG_6885	0.5763
MSMEG_6886	6.4164
MSMEG_6887	0.5009
MSMEG_6888	0.113
MSMEG_6889	1.9327
MSMEG_6890	2.2309
MSMEG_6892	0.3304
MSMEG_6893	0.4976
MSMEG_6894	0.218
MSMEG_6895	1.4384
MSMEG_6896	0.5177
MSMEG_6897	0.6405
MSMEG_6898	0.1226
MSMEG_6899	0.0613
MSMEG_6900	0.4909
MSMEG_6901	8.2058
MSMEG_6902	1.2284
MSMEG_6903	0.4934
MSMEG_6904	1.2496
MSMEG_6906	0.2664
MSMEG_6907	1.2592
MSMEG_6908	0.0461
MSMEG_6909	0.8305
MSMEG_6911	0.1502
MSMEG_6913	2.8885
MSMEG_6914	4.2831
MSMEG_6916	3.5573
MSMEG_6917	3.6265
MSMEG_6919	0.4521
MSMEG_6920	1.0927
MSMEG_6921	2.5646
MSMEG_6922	0.3657
MSMEG_6923	0.3696
MSMEG_6925	0.4682
MSMEG_6926	1.973
MSMEG_6927	1.2343
MSMEG_6928	0.5
MSMEG_6929	0.1681
MSMEG_6930	0.142
MSMEG_6931	0.0495
MSMEG_6932	0.3981
MSMEG_6933	0.8971
MSMEG_6934	1.3389
MSMEG_6935	0.1588
MSMEG_6936	0.4717
MSMEG_6938	1.138
MSMEG_6939	0.1771
MSMEG_6940	0.4016
MSMEG_6941	0.3122
MSMEG_6942	0.4115
MSMEG_6944	0.2127
MSMEG_6945	0.4749
MSMEG_6946	4.2145
MSMEG_6947	0.6919
VBIMycSme59918_0010	0.4254
VBIMycSme59918_0018	0.7921
VBIMycSme59918_0034	0.2773
VBIMycSme59918_0035	0.9154
VBIMycSme59918_0041	0.1272
VBIMycSme59918_0067	0.1743
VBIMycSme59918_0071	0.5767
VBIMycSme59918_0076	0.5296
VBIMycSme59918_0195	0.4385
VBIMycSme59918_0296	0.3913
VBIMycSme59918_0307	0.1845
VBIMycSme59918_0325	0.3463
VBIMycSme59918_0417	0.2852
VBIMycSme59918_0486	0.1489
VBIMycSme59918_0490	0.1863
VBIMycSme59918_0491	0.3184
VBIMycSme59918_0517	0.9003
VBIMycSme59918_0518	2.0242
VBIMycSme59918_0627	0.3532
VBIMycSme59918_0649	0.0998
VBIMycSme59918_0650	0.3502
VBIMycSme59918_0690	2.387
VBIMycSme59918_0712	0.5518
VBIMycSme59918_0718	1.0784
VBIMycSme59918_0719	0.2181
VBIMycSme59918_0769	0.3102
VBIMycSme59918_0792	0.1115
VBIMycSme59918_0793	0.2437
VBIMycSme59918_0806	0.7182
VBIMycSme59918_0830	0.2993
VBIMycSme59918_0949	0.0667
VBIMycSme59918_0991	1.0
VBIMycSme59918_1005	1.0
VBIMycSme59918_1007	1.0
VBIMycSme59918_1023	1.0
VBIMycSme59918_1027	1.0
VBIMycSme59918_1043	1.0
VBIMycSme59918_1074	0.4279
VBIMycSme59918_1075	0.5652
VBIMycSme59918_1087	0.2635
VBIMycSme59918_1093	0.9216
VBIMycSme59918_1094	0.4528
VBIMycSme59918_1119	0.5076
VBIMycSme59918_1120	0.6875
VBIMycSme59918_1121	0.4945
VBIMycSme59918_1131	0.4053
VBIMycSme59918_1157	0.8644
VBIMycSme59918_1158	0.1477
VBIMycSme59918_1159	0.2485
VBIMycSme59918_1194	0.5296
VBIMycSme59918_1202	0.2855
VBIMycSme59918_1228	0.5239
VBIMycSme59918_1229	0.677
VBIMycSme59918_1240	0.2287
VBIMycSme59918_1257	0.8912
VBIMycSme59918_1338	0.2408
VBIMycSme59918_1383	0.6109
VBIMycSme59918_1387	0.9901
VBIMycSme59918_1391	0.5902
VBIMycSme59918_1392	0.2275
VBIMycSme59918_1393	0.8442
VBIMycSme59918_1394	0.9836
VBIMycSme59918_1395	0.3783
VBIMycSme59918_1435	0.4949
VBIMycSme59918_1436	0.6181
VBIMycSme59918_1534	0.2594
VBIMycSme59918_1535	0.1653
VBIMycSme59918_1541	0.2033
VBIMycSme59918_1547	0.1489
VBIMycSme59918_1548	0.1899
VBIMycSme59918_1577	0.425
VBIMycSme59918_1602	0.096
VBIMycSme59918_1603	0.2684
VBIMycSme59918_1632	0.3013
VBIMycSme59918_1703	0.0636
VBIMycSme59918_1726	0.4595
VBIMycSme59918_1794	0.5726
VBIMycSme59918_1796	0.5778
VBIMycSme59918_1797	0.343
VBIMycSme59918_1806	0.1572
VBIMycSme59918_1809	0.2938
VBIMycSme59918_1825	1.1566
VBIMycSme59918_1826	0.2695
VBIMycSme59918_1831	0.1876
VBIMycSme59918_1836	0.2078
VBIMycSme59918_1837	0.4347
VBIMycSme59918_1950	0.3425
VBIMycSme59918_1995	0.1845
VBIMycSme59918_1996	0.7785
VBIMycSme59918_2016	0.232
VBIMycSme59918_2017	0.9669
VBIMycSme59918_2061	0.3854
VBIMycSme59918_2062	0.1379
VBIMycSme59918_2077	0.2562
VBIMycSme59918_2116	0.436
VBIMycSme59918_2117	0.3296
VBIMycSme59918_2129	0.095
VBIMycSme59918_2130	0.0779
VBIMycSme59918_2177	0.2049
VBIMycSme59918_2178	0.237
VBIMycSme59918_2249	1.0
VBIMycSme59918_2263	1.0
VBIMycSme59918_2265	1.0
VBIMycSme59918_2281	1.0
VBIMycSme59918_2285	1.0
VBIMycSme59918_2301	1.0
VBIMycSme59918_2310	0.157
VBIMycSme59918_2311	0.6873
VBIMycSme59918_2314	0.7643
VBIMycSme59918_2332	0.3201
VBIMycSme59918_2364	0.1481
VBIMycSme59918_2366	0.8382
VBIMycSme59918_2417	0.1183
VBIMycSme59918_2437	0.275
VBIMycSme59918_2438	0.2828
VBIMycSme59918_2475	0.3298
VBIMycSme59918_2476	0.3558
VBIMycSme59918_2480	0.4563
VBIMycSme59918_2481	0.3968
VBIMycSme59918_2521	0.4478
VBIMycSme59918_2639	0.1568
VBIMycSme59918_2645	0.1625
VBIMycSme59918_2671	1.0
VBIMycSme59918_2672	1.0
VBIMycSme59918_2697	0.1868
VBIMycSme59918_2698	0.3501
VBIMycSme59918_2712	0.1767
VBIMycSme59918_2714	1.712
VBIMycSme59918_2715	0.2548
VBIMycSme59918_2720	1.3231
VBIMycSme59918_2770	0.7491
VBIMycSme59918_2781	0.5203
VBIMycSme59918_2782	0.2614
VBIMycSme59918_2783	0.5305
VBIMycSme59918_2784	1.1529
VBIMycSme59918_2788	0.2443
VBIMycSme59918_2789	0.1234
VBIMycSme59918_2792	0.1435
VBIMycSme59918_2864	0.1814
VBIMycSme59918_2865	0.1564
VBIMycSme59918_2866	0.9586
VBIMycSme59918_2949	0.3726
VBIMycSme59918_2985	0.7192
VBIMycSme59918_2999	0.5191
VBIMycSme59918_3049	0.1161
VBIMycSme59918_3050	0.0497
VBIMycSme59918_3105	0.2269
VBIMycSme59918_3122	0.1399
VBIMycSme59918_3146	0.2178
VBIMycSme59918_3147	0.7966
VBIMycSme59918_3192	0.3558
VBIMycSme59918_3205	0.0814
VBIMycSme59918_3217	1.8766
VBIMycSme59918_3257	0.2833
VBIMycSme59918_3265	0.495
VBIMycSme59918_3266	0.5151
VBIMycSme59918_3279	0.6573
VBIMycSme59918_3280	2.1539
VBIMycSme59918_3291	0.3671
VBIMycSme59918_3292	0.5974
VBIMycSme59918_3325	0.2177
VBIMycSme59918_3326	0.5734
VBIMycSme59918_3337	0.316
VBIMycSme59918_3341	0.6166
VBIMycSme59918_3349	0.1723
VBIMycSme59918_3356	4.6242
VBIMycSme59918_3357	0.092
VBIMycSme59918_3364	4.7101
VBIMycSme59918_3372	11.1941
VBIMycSme59918_3392	1.1002
VBIMycSme59918_3469	0.3286
VBIMycSme59918_3621	3.4192
VBIMycSme59918_3638	1.0403
VBIMycSme59918_3639	0.2345
VBIMycSme59918_3650	0.293
VBIMycSme59918_3662	0.5814
VBIMycSme59918_3663	0.7177
VBIMycSme59918_3688	0.6354
VBIMycSme59918_3690	0.3431
VBIMycSme59918_3691	0.2666
VBIMycSme59918_3718	0.4599
VBIMycSme59918_3769	1.5352
VBIMycSme59918_3796	1.0304
VBIMycSme59918_3828	0.4074
VBIMycSme59918_3829	0.1459
VBIMycSme59918_3854	0.2175
VBIMycSme59918_3856	0.1174
VBIMycSme59918_3881	0.1061
VBIMycSme59918_3911	1.0424
VBIMycSme59918_3913	0.1299
VBIMycSme59918_3917	0.1209
VBIMycSme59918_3918	0.4246
VBIMycSme59918_3922	0.7627
VBIMycSme59918_3968	0.0458
VBIMycSme59918_3990	0.4955
VBIMycSme59918_3993	0.5033
VBIMycSme59918_3997	0.2289
VBIMycSme59918_3999	0.4615
VBIMycSme59918_4006	0.5106
VBIMycSme59918_4047	0.1195
VBIMycSme59918_4049	0.3266
VBIMycSme59918_4050	0.0669
VBIMycSme59918_4053	0.3822
VBIMycSme59918_4057	0.0443
VBIMycSme59918_4058	0.4352
VBIMycSme59918_4063	0.4331
VBIMycSme59918_4099	0.1699
VBIMycSme59918_4126	0.6725
VBIMycSme59918_4127	0.2362
VBIMycSme59918_4179	0.4855
VBIMycSme59918_4188	0.7048
VBIMycSme59918_4249	0.4337
VBIMycSme59918_4281	0.6454
VBIMycSme59918_4301	0.4313
VBIMycSme59918_4356	0.4863
VBIMycSme59918_4404	0.2713
VBIMycSme59918_4448	1.5424
VBIMycSme59918_4449	0.5462
VBIMycSme59918_4468	0.46
VBIMycSme59918_4469	0.4715
VBIMycSme59918_4499	0.4383
VBIMycSme59918_4501	0.1404
VBIMycSme59918_4502	5.0894
VBIMycSme59918_4503	0.1487
VBIMycSme59918_4506	0.7664
VBIMycSme59918_4507	0.327
VBIMycSme59918_4509	0.154
VBIMycSme59918_4510	0.2665
VBIMycSme59918_4511	0.2247
VBIMycSme59918_4524	0.1557
VBIMycSme59918_4609	0.5426
VBIMycSme59918_4615	0.43
VBIMycSme59918_4644	0.46
VBIMycSme59918_4645	0.5451
VBIMycSme59918_4775	0.1285
VBIMycSme59918_4807	0.9807
VBIMycSme59918_4871	1.2425
